Model,Target,Sources,N_sources,p,Feasible,SNPs_used,Levant_prop,Levant_se,Anatolia_prop,Anatolia_se,Iran_prop,Iran_se,Outgroup_set,Mesopotamia_prop,Mesopotamia_se,ZagrosMeso_prop,ZagrosMeso_se,Significant_props
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.994559596497108,True,172344,0.4032292199118603,0.05420034015514577,0.3665101838877442,0.07587908767616919,,,out5,0.2302605962003956,0.05319550341398404,,,True
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_PPNA_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9944909856470983,True,164918,0.417639123719668,0.05031779682638074,0.3295117806583205,0.07063820796729715,,,out2,0.2528490956220115,0.05156537247602595,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_PPNA_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9896004517232726,True,127292,0.3611817563586043,0.05195131284770504,0.3876202705936811,0.07835296609646414,,,out2,0.2511979730477145,0.0668878687626291,,,True
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.988633096175309,True,296463,0.3318769320781374,0.05887415032744689,0.2728385573072776,0.05403921147356729,,,out2,0.395284510614585,0.0612630917724834,,,True
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9812509656908945,True,292086,0.3391943442301979,0.05792521780739524,0.2719395695561545,0.0526681295430864,,,out5,0.3888660862136477,0.06147563636971587,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_TepeAbdul_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9762372786869121,True,255935,0.4068472340835618,0.05001958101226146,0.4816573395050041,0.05641340475927523,0.1114954264114342,0.03009414198000663,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_Tepe_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9742635217731545,True,256566,0.4046463354136147,0.05025293106283517,0.4817287239684635,0.05669227207311784,,,out5,,,0.1136249406179218,0.03028280275001515,True
3way_Levant_JordanMerged_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9741590557710093,True,371473,0.2501968086830607,0.0554867482774724,0.3573940326191943,0.04866074221654047,,,out2,0.3924091586977451,0.06577588724651365,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Tepe_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9733698947910088,True,267574,0.4082698270805497,0.04938370765115762,0.4787281939535434,0.05532126681854653,0.1130019789659069,0.02979643294653543,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9718738192254948,True,267183,0.4097826493784994,0.04929899715879874,0.4731875367372022,0.05729639717104536,0.1170298138842986,0.03196798861247725,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_GanjDareh_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9710568014352551,True,267203,0.4096697381352742,0.04925402299399637,0.472468927352416,0.05726146054512,,,out5,,,0.1178613345123097,0.03207027683874009,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_Tepe_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9707974691208392,True,268174,0.4098171934368669,0.04884693241046555,0.474070363712259,0.05592284311393941,0.1161124428508741,0.03052848326635024,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_ZagrosMerged_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9695290835570053,True,268425,0.4097793930431534,0.04899207977281392,0.4737758398186475,0.05587833852536474,0.1164447671381991,0.03055148256130459,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_IranZagros_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9686636445357342,True,268536,0.4092808192174981,0.04877203069137355,0.4704292535295748,0.05595903260867859,,,out5,,,0.1202899272529271,0.0313895174683861,True
3way_Levant_Israel_Anatolia_Catalhoyuk_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9675600326718395,True,112753,0.445862545534477,0.07367683206513823,0.293835477302847,0.06764331799236599,,,out2,0.2603019771626761,0.0791448180363973,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9618856654778084,True,266985,0.4050186505449966,0.04992100302793474,0.4770003138135436,0.05626825608758664,0.1179810356414599,0.03115540902795767,out5,,,,,True
3way_Levant_Jordan_Anatolia_Catalhoyuk_Meso_PPNA_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9521423997034493,True,127585,0.5025558032744679,0.05346488748518104,0.2559030761171491,0.07507015333462908,,,out5,0.2415411206083831,0.05661194127803207,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_IraqMerged_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9498835608455157,True,135541,0.3666021182257074,0.05247184054589278,0.3756862226429936,0.07694243809680529,,,out2,0.257711659131299,0.06178300938294407,,,True
3way_Levant_Jordan_Anatolia_Catalhoyuk_Meso_PPNA_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.94831129265133,True,129689,0.5024066469894403,0.05374477029767479,0.2541217780867908,0.07198460423943914,,,out2,0.243471574923769,0.05183376161149489,,,True
3way_Levant_JordanMerged_Anatolia_Barcin_Meso_Mardin_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9339279782380094,True,366079,0.263370172610118,0.05550902074750211,0.3492135681519348,0.04767740663939163,,,out5,0.3874162592379471,0.06643769592965076,,,True
3way_Levant_Jordan_Anatolia_Catalhoyuk_Meso_IraqMerged_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9332901343169114,True,137724,0.5210786242269075,0.05286249537335572,0.2357245818581359,0.07033466320150648,,,out2,0.2431967939149566,0.04837586067598804,,,True
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_IraqMerged_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9270861866284832,True,175143,0.4253071313649844,0.05132978581161125,0.3239569006673113,0.07061593801897884,,,out2,0.2507359679677044,0.04895725840910575,,,True
3way_Levant_Jordan_Anatolia_Catalhoyuk_Meso_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9078080076511633,True,135487,0.513114495076002,0.05370427847548634,0.2512195095345435,0.07369675260809515,,,out5,0.2356659953894544,0.05236705228177994,,,True
